,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Engine Fuel Type_electric,Engine Fuel Type_flex-fuel (premium unleaded required/E85),Engine Fuel Type_flex-fuel (unleaded/E85),Engine Fuel Type_other,Engine Fuel Type_premium unleaded (recommended),Engine Fuel Type_premium unleaded (required),Engine Fuel Type_regular unleaded,Transmission Type_AUTOMATIC,Transmission Type_DIRECT_DRIVE,Transmission Type_MANUAL,Transmission Type_UNKNOWN,Driven_Wheels_four wheel drive,Driven_Wheels_front wheel drive,Driven_Wheels_rear wheel drive,Market Category_Diesel,Market Category_Exotic,Market Category_Factory Tuner,Market Category_Flex Fuel,Market Category_Hatchback,Market Category_High-Performance,Market Category_Hybrid,Market Category_Luxury,Market Category_Other,Market Category_Performance,Vehicle Size_Large,Vehicle Size_Midsize,Vehicle Style_2dr SUV,Vehicle Style_4dr Hatchback,Vehicle Style_4dr SUV,Vehicle Style_Cargo Minivan,Vehicle Style_Cargo Van,Vehicle Style_Convertible,Vehicle Style_Convertible SUV,Vehicle Style_Coupe,Vehicle Style_Crew Cab Pickup,Vehicle Style_Extended Cab Pickup,Vehicle Style_Passenger Minivan,Vehicle Style_Passenger Van,Vehicle Style_Regular Cab Pickup,Vehicle Style_Sedan,Vehicle Style_Wagon
830,Saab,9-3,2009,premium unleaded (recommended),210.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Compact,Wagon,27,19,376,35315,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4290,Hyundai,Excel,1994,regular unleaded,81.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,33,24,1439,2000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10501,Acura,TLX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204,39375,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7512,Honda,Passport,2002,regular unleaded,205.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,19,15,2202,27600,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9478,Chevrolet,Silverado 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,14,1385,27250,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
679,Pontiac,6000,1991,regular unleaded,140.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Wagon,28,17,210,2000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5258,Hyundai,Genesis Coupe,2016,premium unleaded (recommended),348.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Midsize,Coupe,24,17,1439,33750,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11023,Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,Extended Cab Pickup,17,13,2031,42330,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5407,Volkswagen,Golf GTI,2017,premium unleaded (recommended),220.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,34,24,873,34095,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10060,Pontiac,Sunbird,1992,regular unleaded,111.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Convertible,32,22,210,2000,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8675,Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,454,49125,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10168,Toyota,Tacoma,2015,regular unleaded,236.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Compact,Extended Cab Pickup,21,16,2031,27235,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1179,Hyundai,Accent,2015,regular unleaded,137.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,37,26,1439,15745,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4728,Ford,Five Hundred,2005,regular unleaded,203.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Large,Sedan,26,19,5657,22165,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
932,Porsche,911,2015,premium unleaded (required),560.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,Luxury,Compact,Convertible,24,17,1715,194600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1495,Cadillac,ATS Coupe,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Coupe,31,21,1624,47095,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11547,Scion,xB,2014,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Wagon,28,22,105,17920,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5699,HUMMER,H3,2010,regular unleaded,239.0,5.0,MANUAL,four wheel drive,4.0,Luxury,Midsize,4dr SUV,18,14,130,33390,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6202,Dodge,Journey,2016,flex-fuel (unleaded/E85),283.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,17,1851,31795,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8469,Buick,Rendezvous,2007,regular unleaded,196.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,23,17,155,28765,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11797,Subaru,XV Crosstrek,2013,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,33,25,640,22995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9418,Oldsmobile,Silhouette,2002,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Midsize,Passenger Minivan,22,16,26,33925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5952,Oldsmobile,Intrigue,2000,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,26,17,26,2290,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10337,GMC,Terrain,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,549,24070,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1033,Audi,A3,2016,premium unleaded (recommended),220.0,4.0,AUTOMATED_MANUAL,all wheel drive,4.0,Luxury,Compact,Sedan,33,24,3105,43050,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1786,Subaru,Baja,2005,regular unleaded,165.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,25,19,640,23145,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8521,Kia,Rio,2016,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,37,27,1720,17755,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
669,BMW,6 Series,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Convertible,24,15,3916,99500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2888,Bentley,Continental Supersports,2010,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,Exotic,Midsize,Coupe,19,12,520,267000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7523,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,27,20,2009,33140,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4598,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,four wheel drive,3.0,Other,Large,Extended Cab Pickup,17,12,5657,3433,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3718,Volkswagen,e-Golf,2016,electric,115.0,4.0,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105,126,873,28995,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,Dodge,Challenger,2016,premium unleaded (recommended),707.0,8.0,AUTOMATIC,rear wheel drive,2.0,Factory Tuner,Large,Coupe,21,13,1851,65945,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
387,Mazda,3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,17845,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8588,Nissan,Rogue,2017,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009,25240,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4162,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,21,14,1624,74295,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3150,Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,42,28,1385,20095,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6576,Mercedes-Benz,M-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,18,617,62900,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4012,GMC,Envoy,2008,regular unleaded,285.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Midsize,4dr SUV,20,14,549,34020,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4036,Suzuki,Equator,2010,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Compact,Crew Cab Pickup,19,15,481,30900,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11610,Volvo,XC70,2015,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,Wagon,24,17,870,41800,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,FIAT,500L,2017,premium unleaded (recommended),160.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Wagon,30,22,819,22995,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9136,Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,Other,Large,4dr SUV,17,13,2031,57475,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
507,BMW,5 Series Gran Turismo,2015,premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Hatchback,Large,4dr Hatchback,26,18,3916,63000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,Mazda,B-Series Pickup,2000,regular unleaded,160.0,6.0,MANUAL,four wheel drive,4.0,Other,Compact,Extended Cab Pickup,19,15,586,3928,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5177,Pontiac,G5,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,Other,Compact,Coupe,33,24,210,15675,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3747,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,15,11,5657,35085,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4555,Ford,F-150,2017,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,21,15,5657,40070,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1243,Honda,Accord,2016,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,37,27,2202,26380,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5019,Nissan,Frontier,2017,regular unleaded,152.0,4.0,MANUAL,rear wheel drive,4.0,Other,Compact,Extended Cab Pickup,23,19,2009,22860,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5193,Pontiac,G6,2009,regular unleaded,217.0,6.0,AUTOMATIC,front wheel drive,2.0,Other,Midsize,Convertible,26,17,210,32300,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8028,Mitsubishi,Raider,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Compact,Crew Cab Pickup,18,14,436,29425,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2895,Bentley,Continental,2003,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,Exotic,Large,Coupe,15,10,520,328990,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2251,Toyota,Camry,2016,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Sedan,35,25,2031,23840,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11062,Toyota,Tundra,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Crew Cab Pickup,18,13,2031,41145,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4340,Ford,Expedition,2017,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Large,4dr SUV,19,15,5657,65510,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7124,Mazda,MX-5 Miata,2016,premium unleaded (recommended),155.0,4.0,AUTOMATIC,rear wheel drive,2.0,Performance,Compact,Convertible,36,27,586,29330,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8870,Audi,S4,2015,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,4.0,Factory Tuner,Midsize,Sedan,28,18,3105,49800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11205,Nissan,Van,1990,regular unleaded,106.0,4.0,MANUAL,rear wheel drive,3.0,Other,Compact,Passenger Minivan,20,16,2009,2000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8312,Land Rover,Range Rover,2015,flex-fuel (premium unleaded required/E85),510.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,19,13,258,118845,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4638,Ford,F-250,1999,regular unleaded,220.0,8.0,MANUAL,four wheel drive,2.0,Other,Large,Regular Cab Pickup,16,12,5657,3192,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2953,Toyota,Corolla,2017,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,40,30,2031,19335,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
401,Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,36,27,586,24195,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1485,Chevrolet,Astro,2004,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,Other,Large,Passenger Minivan,19,14,1385,24195,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5987,Lexus,IS 350,2015,premium unleaded (required),306.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,26,19,454,42300,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4923,Ford,Freestar,2006,regular unleaded,201.0,6.0,AUTOMATIC,front wheel drive,4.0,Other,Midsize,Passenger Minivan,21,15,5657,26615,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10600,Chevrolet,TrailBlazer EXT,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,Other,Large,4dr SUV,17,12,1385,32515,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4607,Ford,F-250,1997,regular unleaded,220.0,8.0,MANUAL,rear wheel drive,2.0,Other,Large,Regular Cab Pickup,17,12,5657,2577,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8569,Nissan,Rogue Select,2014,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,22,2009,21500,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9467,Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,19,14,1385,30570,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
872,Saab,9-7X,2008,regular unleaded,300.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,19,13,376,42770,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2709,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Compact,Coupe,25,17,617,46200,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6786,Acura,MDX,2017,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,204,58400,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11867,GMC,Yukon,2015,premium unleaded (recommended),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,4dr SUV,21,15,549,64520,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6571,Mercedes-Benz,M-Class,2014,premium unleaded (required),518.0,8.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,17,13,617,97250,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2428,Toyota,Celica,2003,premium unleaded (required),180.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,2031,22005,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640,27695,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3437,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Compact,Crew Cab Pickup,20,15,1851,26920,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10098,Toyota,Supra,1997,regular unleaded,320.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,15,2031,22001,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7339,Subaru,Outback,2016,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,33,25,640,30695,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5685,Lexus,GX 460,2016,premium unleaded (required),301.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,20,15,454,50780,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3487,Dodge,Dart,2014,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,Other,Midsize,Sedan,41,28,1851,19995,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11593,Volvo,XC60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,870,47750,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
